id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
1031901,MN,INDIVIDUAL,10+ years,Protac,A,MORTGAGE,2021-11-11,2021-4-16,2021-12-13,Fully Paid,2022-1-13,1261557,Debt consolidation,A4, 36 months,Verified,63000,0.1832,625.81,0.079,20000,14,22218
619187,GA,INDIVIDUAL,10+ years,"Bentley Systems, Incorporated",A,MORTGAGE,2021-12-10,2021-12-13,2021-12-13,Fully Paid,2022-1-13,793631,Debt consolidation,A4, 36 months,Verified,105000,0.1082,387.95,0.0654,20000,23,13966
647823,TX,INDIVIDUAL,10+ years,Austin ISD,A,MORTGAGE,2021-1-11,2021-5-16,2021-1-14,Fully Paid,2021-2-14,828797,Debt consolidation,A4, 36 months,Verified,63844,0.0735,613.35,0.0654,20000,41,22081
614319,LA,INDIVIDUAL,10+ years,The Shaw Group Inc,A,MORTGAGE,2021-11-10,2021-2-11,2021-3-11,Fully Paid,2021-4-11,787561,Debt consolidation,A5, 36 months,Verified,150996,0.0455,202.75,0.0691,10000,27,6650
861764,CA,INDIVIDUAL,10+ years,ventura county sheriff,A,MORTGAGE,2021-8-11,2021-5-13,2021-1-13,Fully Paid,2021-2-13,1074680,Debt consolidation,A5, 36 months,Verified,124992,0.1776,757.51,0.0849,24000,39,26201
886213,TX,INDIVIDUAL,10+ years,USPS,A,MORTGAGE,2021-9-11,2021-5-16,2021-3-14,Fully Paid,2021-4-14,1101955,Debt consolidation,A5, 36 months,Verified,55530,0.2669,597.76,0.089,18825,29,21068
582695,NJ,INDIVIDUAL,10+ years,Guardian,A,MORTGAGE,2021-9-10,2021-5-16,2021-6-12,Fully Paid,2021-7-12,748811,Debt consolidation,A5, 36 months,Verified,130000,0.0645,469.22,0.0788,15000,29,16489
867191,IL,INDIVIDUAL,10+ years,Northwestern Medical Faculty Foundation,A,MORTGAGE,2021-9-11,2021-12-12,2021-11-12,Fully Paid,2021-12-12,1080792,Debt consolidation,A5, 36 months,Verified,63000,0.1185,631.26,0.0849,20000,27,21657
551948,FL,INDIVIDUAL,10+ years,Lee County Sheriff's Office,A,MORTGAGE,2021-7-10,2021-1-14,2021-1-14,Fully Paid,2021-2-14,711266,Debt consolidation,A5, 36 months,Verified,55000,0.2417,306.56,0.0788,9800,32,11049
996624,TX,INDIVIDUAL,10+ years,FNB of Trenton,A,MORTGAGE,2021-10-11,2021-1-15,2021-7-13,Fully Paid,2021-8-13,1221271,Debt consolidation,A5, 36 months,Verified,68000,0.2813,635.07,0.089,20000,35,22247
523404,CA,INDIVIDUAL,10+ years,Anheuser Busch / InBev,A,MORTGAGE,2021-6-10,2021-10-15,2021-7-10,Fully Paid,2021-8-10,673409,Debt consolidation,A5, 36 months,Verified,88000,0.0937,312.82,0.0788,10000,28,10067
894087,GA,INDIVIDUAL,10+ years,Tift Regional Medical Center,A,MORTGAGE,2021-10-11,2021-5-16,2021-10-14,Fully Paid,2021-11-14,1111258,Debt consolidation,A5, 36 months,Verified,99000,0.2004,571.56,0.089,18000,34,20576
545234,FL,INDIVIDUAL,10+ years,mosaic,A,MORTGAGE,2021-7-10,2021-7-13,2021-7-13,Fully Paid,2021-8-13,703230,Debt consolidation,A5, 36 months,Verified,65000,0.1772,342.53,0.0788,10950,40,12332
643539,VA,INDIVIDUAL,10+ years,US Environmental Protection Agency,A,MORTGAGE,2021-1-11,2021-11-13,2021-11-13,Fully Paid,2021-12-13,823582,Debt consolidation,A5, 36 months,Verified,165000,0.1751,616.72,0.0691,20000,49,22192
774957,TX,INDIVIDUAL,2 years,Silicon Labs,A,MORTGAGE,2021-6-11,2021-3-15,2021-6-14,Fully Paid,2021-7-14,977174,Debt consolidation,A1, 36 months,Verified,145986.62,0.0177,165.88,0.0542,5500,21,5972
386315,NV,INDIVIDUAL,2 years,The Grand Canal Shoppes at The Venetian,A,MORTGAGE,2021-3-9,2021-3-15,2021-7-11,Fully Paid,2021-8-11,418519,Debt consolidation,A3, 36 months,Verified,63000,0.1082,441.84,0.08,14100,20,15749
885768,FL,INDIVIDUAL,2 years,Merrill Lynch,A,MORTGAGE,2021-9-11,2021-11-15,2021-10-14,Fully Paid,2021-11-14,1101482,Debt consolidation,A3, 36 months,Verified,61260,0.2578,197.56,0.0751,6350,32,7112
679178,VT,INDIVIDUAL,2 years,TSA,A,MORTGAGE,2021-2-11,2021-6-13,2021-6-13,Fully Paid,2021-7-13,867631,Debt consolidation,A4, 36 months,Verified,65000,0.1444,232.58,0.0729,7500,21,8300
782282,NY,INDIVIDUAL,2 years,Law firm,A,MORTGAGE,2021-6-11,2021-12-15,2021-7-13,Fully Paid,2021-8-13,985256,Debt consolidation,A4, 36 months,Verified,320000,0.0523,438.13,0.0791,14000,26,15555
429003,MD,INDIVIDUAL,2 years,Morgan Stanley,A,MORTGAGE,2021-7-9,2021-8-12,2021-8-12,Fully Paid,2021-9-12,508074,Debt consolidation,A5, 36 months,Verified,43500,0.0877,288.85,0.0963,9000,22,10399
1012318,CA,INDIVIDUAL,2 years,Sierra Business Council,A,MORTGAGE,2021-11-11,2021-2-13,2021-1-13,Fully Paid,2021-2-13,1239439,Debt consolidation,A5, 36 months,Verified,72000,0.192,670,0.089,21100,25,22935
762799,MA,INDIVIDUAL,3 years,NonPublic Educational Sevices,A,MORTGAGE,2021-6-11,2021-9-14,2021-10-11,Fully Paid,2021-11-11,963358,Debt consolidation,A1, 36 months,Verified,58000,0.0784,180.96,0.0542,6000,24,6105
699015,IL,INDIVIDUAL,3 years,"Roscoe Rock and Sand, Inc.",A,MORTGAGE,2021-3-11,2021-3-14,2021-3-14,Fully Paid,2021-4-14,890516,Debt consolidation,A2, 36 months,Verified,30000,0.2552,181.97,0.0579,6000,27,6551
635621,CA,INDIVIDUAL,3 years,Merrill Lynch,A,MORTGAGE,2021-12-10,2021-3-13,2021-12-11,Fully Paid,2022-1-11,814252,Debt consolidation,A4, 36 months,Verified,150000,0.1101,460.01,0.0654,15000,24,15784
770268,GA,INDIVIDUAL,3 years,E*Trade Financial,A,MORTGAGE,2021-6-11,2021-2-15,2021-7-14,Fully Paid,2021-8-14,971881,Debt consolidation,A4, 36 months,Verified,102000,0.1307,350.51,0.0791,11200,15,12618
1053569,FL,INDIVIDUAL,3 years,Community Health Centers of Pinellas,A,MORTGAGE,2021-12-11,2021-12-14,2021-1-14,Fully Paid,2021-2-14,1285157,Debt consolidation,A5, 36 months,Verified,84500,0.0247,1111.37,0.089,35000,38,39483
624690,PA,INDIVIDUAL,3 years,Burrell School District,A,MORTGAGE,2021-12-10,2021-5-16,2021-12-13,Fully Paid,2022-1-13,800565,Debt consolidation,A5, 36 months,Verified,79000,0.1505,376.2,0.0691,20000,32,13543
435813,NY,INDIVIDUAL,3 years,"Wealth Conservation Group, Inc.",A,MORTGAGE,2021-8-9,2021-4-16,2021-9-12,Fully Paid,2021-10-12,521019,Debt consolidation,A5, 36 months,Verified,117000,0.0788,317.72,0.0894,10000,32,11438
805605,VA,INDIVIDUAL,3 years,C&F Bank,A,MORTGAGE,2021-7-11,2021-10-15,2021-7-14,Fully Paid,2021-8-14,1011667,Debt consolidation,A5, 36 months,Verified,56000,0.243,473.45,0.0849,15000,42,17044
635040,CA,INDIVIDUAL,4 years,Los Angeles Sheriff Department,A,MORTGAGE,2021-12-10,2021-5-16,2021-5-12,Fully Paid,2021-6-12,813495,Debt consolidation,A3, 36 months,Verified,80000,0.1594,327.87,0.0617,10750,27,11463
874779,KY,INDIVIDUAL,4 years,FirstGroup America,A,MORTGAGE,2021-9-11,2021-5-16,2021-5-13,Fully Paid,2021-6-13,1089211,Debt consolidation,A3, 36 months,Verified,155000,0.1068,555.71,0.0699,18000,33,19580
619513,NV,INDIVIDUAL,4 years,Nye County School District,A,MORTGAGE,2021-11-10,2021-5-16,2021-9-13,Fully Paid,2021-10-13,794036,Debt consolidation,A4, 36 months,Verified,37500,0.1747,214.68,0.0654,7000,14,7722
705463,NJ,INDIVIDUAL,4 years,Greenberg Traurig,A,MORTGAGE,2021-3-11,2021-5-16,2021-4-14,Fully Paid,2021-5-14,897517,Debt consolidation,A4, 36 months,Verified,64000,0.0722,172.11,0.0729,5550,11,6196
999905,CA,INDIVIDUAL,4 years,Kaiser Permante,A,MORTGAGE,2021-10-11,2021-11-14,2021-11-14,Fully Paid,2021-12-14,1225302,Debt consolidation,A4, 36 months,Verified,100800,0.0526,625.81,0.079,20000,24,22529
853033,CA,INDIVIDUAL,4 years,Lindmore Irrigation District,A,MORTGAGE,2021-8-11,2021-5-16,2021-9-12,Fully Paid,2021-10-12,1065179,Debt consolidation,A4, 36 months,Verified,135000,0.215,777.55,0.0749,25000,42,26611
599339,CA,INDIVIDUAL,4 years,Defense Language Institute,A,MORTGAGE,2021-10-10,2021-4-13,2021-4-13,Fully Paid,2021-5-13,769254,Debt consolidation,A4, 36 months,Verified,31200,0.1135,261.34,0.0751,8400,27,9364
615422,FL,INDIVIDUAL,5 years,Office Depot,A,MORTGAGE,2021-11-10,2021-12-13,2021-12-13,Fully Paid,2022-1-13,789180,Debt consolidation,A1, 36 months,Verified,35004,0.1138,211.12,0.0542,7000,8,7601
869377,CA,INDIVIDUAL,5 years,"Seven Eleven, Inc.",A,MORTGAGE,2021-9-11,2021-9-14,2021-9-14,Fully Paid,2021-10-14,1083203,Debt consolidation,A3, 36 months,Verified,86100,0.0588,555.71,0.0699,18000,19,20005
970092,PA,INDIVIDUAL,5 years,Brinker Capital Inc,A,MORTGAGE,2021-10-11,2021-3-16,2021-7-14,Fully Paid,2021-8-14,1111372,Debt consolidation,A4, 36 months,Verified,82000,0.1106,596.87,0.079,19075,23,21464
888356,NY,INDIVIDUAL,5 years,Daymon WorldWide,A,MORTGAGE,2021-9-11,2021-4-16,2021-4-14,Fully Paid,2021-5-14,1104781,Debt consolidation,A4, 36 months,Verified,95000,0.1347,733.76,0.079,23450,18,26316
650256,MI,INDIVIDUAL,5 years,General Motors,A,MORTGAGE,2021-1-11,2021-9-14,2021-6-11,Fully Paid,2021-7-11,831817,Debt consolidation,A4, 36 months,Verified,122000,0.051,372.12,0.0729,12000,62,12347
664384,CT,INDIVIDUAL,5 years,Town of West Hartford,A,MORTGAGE,2021-2-11,2021-4-16,2021-1-13,Fully Paid,2021-2-13,849520,Debt consolidation,A4, 36 months,Verified,54000,0.1098,310.1,0.0729,10000,33,10998
647083,CA,INDIVIDUAL,5 years,SunGard Data Systems,A,MORTGAGE,2021-1-11,2021-1-14,2021-1-14,Fully Paid,2021-2-14,827901,Debt consolidation,A5, 36 months,Verified,68670,0.1146,616.72,0.0691,20000,23,22202
592598,FL,INDIVIDUAL,5 years,Stanley Black & Decker,A,MORTGAGE,2021-10-10,2021-2-15,2021-10-13,Fully Paid,2021-11-13,761076,Debt consolidation,A5, 36 months,Verified,76000,0.1429,195.51,0.0788,6250,23,7039
496814,TX,INDIVIDUAL,5 years,HP,A,MORTGAGE,2021-3-10,2021-11-11,2021-9-11,Fully Paid,2021-10-11,636702,Debt consolidation,A5, 36 months,Verified,91000,0.1991,459.82,0.0788,14700,25,16005
590716,CO,INDIVIDUAL,5 years,University of Colorado at Boulder,A,MORTGAGE,2021-10-10,2021-4-16,2021-3-13,Fully Paid,2021-4-13,758755,Debt consolidation,A5, 36 months,Verified,86250,0.1238,616.72,0.0691,20000,59,22078
628545,MN,INDIVIDUAL,6 years,willis trucking,A,MORTGAGE,2021-12-10,2021-3-16,2021-3-13,Fully Paid,2021-4-13,790423,Debt consolidation,A2, 36 months,Verified,35000,0.1248,241.86,0.0579,8000,18,8656
1008020,VA,INDIVIDUAL,6 years,L-3 Communications GS&ES,A,MORTGAGE,2021-11-11,2021-5-16,2021-5-13,Fully Paid,2021-6-13,1234481,Debt consolidation,A2, 36 months,Verified,79000,0.1528,318.56,0.0662,10375,27,11178
1036508,PA,INDIVIDUAL,6 years,Troop Support (DLA Philadelphia),A,MORTGAGE,2021-11-11,2021-2-14,2021-2-14,Fully Paid,2021-3-14,1266356,Debt consolidation,A2, 36 months,Verified,78301,0.1385,521.97,0.0662,17000,44,18311
605921,AZ,INDIVIDUAL,6 years,American Express,A,MORTGAGE,2021-11-10,2021-8-15,2021-5-13,Fully Paid,2021-6-13,777299,Debt consolidation,A5, 36 months,Verified,59000,0.1184,308.36,0.0691,10000,11,11065
616269,HI,INDIVIDUAL,7 years,Department of Defense,A,MORTGAGE,2021-11-10,2021-7-12,2021-8-12,Fully Paid,2021-9-12,790199,Debt consolidation,A1, 36 months,Verified,120000,0.0589,120.64,0.0542,4000,26,4262
886563,TX,INDIVIDUAL,7 years,American Eurocopter LLC,A,MORTGAGE,2021-9-11,2021-5-16,2021-10-14,Fully Paid,2021-11-14,1102356,Debt consolidation,A2, 36 months,Verified,52833,0.2387,376.12,0.0662,12250,37,13540
1036941,VA,INDIVIDUAL,7 years,Newport News Shipbuilding,A,MORTGAGE,2021-11-11,2021-5-16,2021-12-14,Fully Paid,2022-1-14,1266829,Debt consolidation,A3, 36 months,Verified,125000,0.0916,280,0.0751,9000,27,10080
634326,UT,INDIVIDUAL,7 years,,A,MORTGAGE,2021-12-10,2021-1-14,2021-1-14,Fully Paid,2021-2-14,812626,Debt consolidation,A4, 36 months,Verified,45000,0.1141,258.38,0.0654,12250,21,9302
644844,AR,INDIVIDUAL,7 years,Springdale Public Schools,A,MORTGAGE,2021-1-11,2021-5-12,2021-5-12,Fully Paid,2021-6-12,825146,Debt consolidation,A5, 36 months,Verified,66000,0.2235,555.05,0.0691,18000,46,18602
994823,LA,INDIVIDUAL,8 years,Terrebonne Homecare Inc,A,MORTGAGE,2021-10-11,2021-8-15,2021-4-13,Fully Paid,2021-5-13,1219267,Debt consolidation,A1, 36 months,Verified,62000,0.1299,458.82,0.0603,15075,33,16094
647335,CA,INDIVIDUAL,8 years,,A,MORTGAGE,2021-1-11,2021-5-16,2021-1-13,Fully Paid,2021-2-13,828205,Debt consolidation,A3, 36 months,Verified,94000,0.0317,457.49,0.0617,15000,27,16291
1047451,CA,INDIVIDUAL,8 years,Level 3 Post/ Deluxe,A,MORTGAGE,2021-12-11,2021-3-15,2021-12-14,Fully Paid,2022-1-14,1278533,Debt consolidation,A4, 36 months,Verified,120000,0.0981,876.13,0.079,28000,29,31541
807212,FL,INDIVIDUAL,8 years,Gym Source,A,MORTGAGE,2021-7-11,2021-3-14,2021-7-13,Fully Paid,2021-8-13,1013750,Debt consolidation,A4, 36 months,Verified,120000,0.1105,373.22,0.0749,12000,36,13260
644241,FL,INDIVIDUAL,8 years,Walgreens,A,MORTGAGE,2021-1-11,2021-5-16,2021-1-14,Fully Paid,2021-2-14,824414,Debt consolidation,A5, 36 months,Verified,140000,0.1893,616.72,0.0691,20000,44,22202
749004,CA,INDIVIDUAL,9 years,Healthcare Partners,A,MORTGAGE,2021-5-11,2021-12-15,2021-5-14,Fully Paid,2021-6-14,948143,Debt consolidation,A2, 36 months,Verified,53913,0.0819,349.81,0.0599,11500,27,12593
635524,FL,INDIVIDUAL,9 years,Florida Department of Transportation,A,MORTGAGE,2021-12-10,2021-5-16,2021-1-14,Fully Paid,2021-2-14,814122,Debt consolidation,A3, 36 months,Verified,90996,0.1746,670.98,0.0617,22000,30,24156
1047659,CA,INDIVIDUAL,9 years,Sotheby's International Realty,A,MORTGAGE,2021-12-11,2021-3-16,2021-2-14,Fully Paid,2021-3-14,1278758,Debt consolidation,A3, 36 months,Verified,55000,0.2821,155.56,0.0751,5000,33,5548
400761,MI,INDIVIDUAL,9 years,Darren Kennedy,A,MORTGAGE,2021-5-9,2021-6-15,2021-12-11,Fully Paid,2022-1-11,444428,Debt consolidation,A4, 36 months,Verified,108000,0.0548,364.2,0.0932,11400,24,13025
645500,OH,INDIVIDUAL,9 years,The J.M. Smucker Company,A,MORTGAGE,2021-1-11,2021-4-16,2021-1-14,Fully Paid,2021-2-14,825963,Debt consolidation,A4, 36 months,Verified,130104,0.1509,736.02,0.0654,24000,36,26497
1019471,CA,INDIVIDUAL,9 years,Morgan stanley,A,MORTGAGE,2021-11-11,2021-2-12,2021-2-12,Fully Paid,2021-3-12,1248171,Debt consolidation,A4, 36 months,Verified,156000,0.1359,782.26,0.079,25000,27,25326
622629,GA,INDIVIDUAL,< 1 year,Bank of America,A,MORTGAGE,2021-2-11,2021-4-15,2021-3-14,Fully Paid,2021-4-14,797965,Debt consolidation,A2, 36 months,Verified,45000,0.1651,276.74,0.0579,9125,31,9962
625366,MA,INDIVIDUAL,< 1 year,ThomsonReuters,A,MORTGAGE,2021-12-10,2021-12-13,2021-12-13,Fully Paid,2022-1-13,801432,Debt consolidation,A2, 36 months,Verified,85000,0.0182,183.48,0.0579,14000,45,6605
746300,TX,INDIVIDUAL,< 1 year,Dell,A,MORTGAGE,2021-5-11,2021-11-11,2021-8-11,Fully Paid,2021-9-11,945014,Debt consolidation,A4, 36 months,Verified,120000,0.1955,205.28,0.0749,6600,28,6721
803788,PA,INDIVIDUAL,< 1 year,Questeq,A,MORTGAGE,2021-7-11,2021-7-14,2021-7-14,Fully Paid,2021-8-14,1009584,Debt consolidation,A5, 36 months,Verified,84000,0.0394,561.04,0.0849,28000,29,20197
638363,CA,INDIVIDUAL,< 1 year,CrownPeak,A,MORTGAGE,2021-12-10,2021-1-14,2021-1-14,Fully Paid,2021-2-14,817731,Debt consolidation,A5, 36 months,Verified,97000,0.1,370.04,0.0691,12000,33,13321
857235,MO,INDIVIDUAL,5 years,Brinkmann Constructors,A,MORTGAGE,2021-8-11,2021-9-14,2021-9-14,Fully Paid,2021-10-14,1069671,Debt consolidation,A4, 36 months,Verified,103000,0.0678,746.44,0.0749,24000,28,26872
557721,TX,INDIVIDUAL,5 years,Ameripath,A,MORTGAGE,2021-8-10,2021-8-13,2021-8-13,Fully Paid,2021-9-13,718045,Debt consolidation,A5, 36 months,Verified,106000,0.17,469.22,0.0788,15000,34,16893
620716,WV,INDIVIDUAL,7 years,FEMA,A,MORTGAGE,2021-11-10,2021-3-16,2021-6-12,Fully Paid,2021-7-12,795535,Debt consolidation,A5, 36 months,Verified,150000,0.1003,246.69,0.0691,8000,43,8647
490832,KY,INDIVIDUAL,9 years,UPS,A,MORTGAGE,2021-3-10,2021-3-13,2021-3-13,Fully Paid,2021-4-13,626932,Debt consolidation,A5, 36 months,Verified,61000,0.0592,281.53,0.0788,9000,20,10136
709408,NY,INDIVIDUAL,< 1 year,IBM Microelectronics,A,MORTGAGE,2021-4-11,2021-2-16,2021-11-12,Fully Paid,2021-12-12,902025,Debt consolidation,A2, 36 months,Verified,50000,0.1248,121.31,0.0579,4000,57,4241
995801,MN,INDIVIDUAL,1 year,IBM,A,MORTGAGE,2021-10-11,2021-2-14,2021-12-13,Fully Paid,2022-1-13,1220383,Debt consolidation,A4, 36 months,Verified,144000,0.1473,657.1,0.079,21000,18,23378
998475,MA,INDIVIDUAL,10+ years,Deutsche Bank,A,MORTGAGE,2021-11-11,2021-7-12,2021-7-12,Fully Paid,2021-8-12,1223631,Debt consolidation,A1, 36 months,Verified,110000,0.0947,517.41,0.0603,17000,23,17420
1028899,MN,INDIVIDUAL,10+ years,"Home and Community Options, Inc.",A,MORTGAGE,2021-11-11,2021-4-15,2021-7-13,Fully Paid,2021-8-13,1258256,Debt consolidation,A2, 36 months,Verified,30000,0.1996,203.42,0.0662,6625,17,7157
1045047,KY,INDIVIDUAL,10+ years,Toyota,A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-1-14,1275444,Debt consolidation,A2, 36 months,Verified,90000,0.1209,368.45,0.0662,12000,53,13264
1024656,DE,INDIVIDUAL,10+ years,Lake Forest School District,A,MORTGAGE,2021-11-11,2021-7-13,2021-8-13,Fully Paid,2021-9-13,1253768,Debt consolidation,A2, 36 months,Verified,150000,0.0942,429.86,0.0662,14000,36,15163
661905,NY,INDIVIDUAL,10+ years,Josiah Macy Jr. Foundation,A,MORTGAGE,2021-2-11,2021-9-12,2021-9-12,Fully Paid,2021-10-12,846485,Debt consolidation,A2, 36 months,Verified,84000,0.0401,218.36,0.0579,7200,33,7684
863425,NH,INDIVIDUAL,10+ years,lockheed martin,A,MORTGAGE,2021-9-11,2021-8-15,2021-9-14,Fully Paid,2021-10-14,1076506,Debt consolidation,A2, 36 months,Verified,52000,0.1682,403.04,0.0599,13250,32,14509
853404,NJ,INDIVIDUAL,10+ years,SuperMedia,A,MORTGAGE,2021-8-11,2021-5-16,2021-9-14,Fully Paid,2021-10-14,1065569,Debt consolidation,A2, 36 months,Verified,120000,0.1561,304.18,0.0599,10000,39,10950
523082,IL,INDIVIDUAL,10+ years,AMERICAN MEDICAL ASSOCATION,A,MORTGAGE,2021-6-10,2021-5-16,2021-6-13,Fully Paid,2021-7-13,676744,Debt consolidation,A3, 36 months,Verified,59484,0.1448,170.18,0.0714,5500,29,6127
822998,LA,INDIVIDUAL,10+ years,TravelCorp International,A,MORTGAGE,2021-7-11,2021-1-16,2021-8-14,Fully Paid,2021-9-14,1031531,Debt consolidation,A3, 36 months,Verified,100000,0.082,246.99,0.0699,8000,17,8891
768890,CA,INDIVIDUAL,10+ years,wested,A,MORTGAGE,2021-6-11,2021-5-16,2021-11-11,Fully Paid,2021-12-11,970283,Debt consolidation,A3, 36 months,Verified,78000,0.2622,257.02,0.0699,8325,38,8555
970126,GA,INDIVIDUAL,10+ years,United States Postal Service,A,MORTGAGE,2021-10-11,2021-11-14,2021-1-14,Fully Paid,2021-2-14,1191789,Debt consolidation,A3, 36 months,Verified,52000,0.255,259,0.0751,8325,27,9253
615284,NJ,INDIVIDUAL,10+ years,NJ Department Of Education,A,MORTGAGE,2021-12-10,2021-11-13,2021-12-13,Fully Paid,2022-1-13,788999,Debt consolidation,A4, 36 months,Verified,69000,0.2096,62.87,0.0654,20000,28,2263
379463,MA,INDIVIDUAL,10+ years,anheuser busch,A,MORTGAGE,2021-2-9,2021-2-14,2021-3-12,Fully Paid,2021-4-12,405904,Debt consolidation,A4, 36 months,Verified,66996,0.2119,31.95,0.0932,1000,23,1150
524781,NY,INDIVIDUAL,10+ years,"Citibank, N.A.",A,MORTGAGE,2021-6-10,2021-3-15,2021-8-13,Fully Paid,2021-9-13,679035,Debt consolidation,A4, 36 months,Verified,76160,0.1112,230.23,0.0751,7400,30,8296
549235,OH,INDIVIDUAL,10+ years,,A,MORTGAGE,2021-7-10,2021-5-16,2021-9-11,Fully Paid,2021-10-11,708016,Debt consolidation,A4, 36 months,Verified,116000,0.0544,435.56,0.0751,14000,29,14905
617271,CA,INDIVIDUAL,10+ years,Couch distributing,A,MORTGAGE,2021-11-10,2021-3-16,2021-12-13,Fully Paid,2022-1-13,791401,Debt consolidation,A5, 36 months,Verified,60000,0.1166,185.02,0.0691,6000,9,6661
412882,MN,INDIVIDUAL,10+ years,Wells Fargo,A,MORTGAGE,2021-6-9,2021-5-16,2021-6-12,Fully Paid,2021-7-12,466004,Debt consolidation,A5, 36 months,Verified,81000,0.0917,231.08,0.0963,7200,29,8319
701949,FL,INDIVIDUAL,10+ years,scan design furniture,A,MORTGAGE,2021-3-11,2021-9-15,2021-9-12,Fully Paid,2021-10-12,893783,Debt consolidation,A5, 36 months,Verified,64000,0.1905,452.11,0.0766,14500,45,15751
375771,AR,INDIVIDUAL,10+ years,Baldor Electric Company,A,MORTGAGE,2021-3-9,2021-1-11,2021-1-11,Fully Paid,2021-2-11,398313,Debt consolidation,A5, 36 months,Verified,210000,0.1314,385.14,0.0963,12000,49,13510
522184,WI,INDIVIDUAL,10+ years,Martin Group,A,MORTGAGE,2021-6-10,2021-5-16,2021-2-12,Fully Paid,2021-3-12,675436,Debt consolidation,A5, 36 months,Verified,45000,0.0752,351.92,0.0788,18000,40,12367
696785,MD,INDIVIDUAL,2 years,UPS Freight,A,MORTGAGE,2021-3-11,2021-5-16,2021-9-13,Fully Paid,2021-10-13,887985,Debt consolidation,A4, 36 months,Verified,55000,0.173,350.42,0.0729,11300,33,12573
647617,MD,INDIVIDUAL,3 years,DEPARTMENT OF VETERANS AFFAIRS,A,MORTGAGE,2021-1-11,2021-3-16,2021-9-11,Fully Paid,2021-10-11,828545,Debt consolidation,A2, 36 months,Verified,108000,0.1972,417,0.0579,13750,36,14179
888484,CO,INDIVIDUAL,3 years,Regional Transportation District - Denve,A,MORTGAGE,2021-9-11,2021-12-12,2021-12-12,Fully Paid,2022-1-12,1104845,Debt consolidation,A4, 36 months,Verified,153660,0.074,750.97,0.079,24000,24,25847
549752,CA,INDIVIDUAL,3 years,Fusionstorm,A,MORTGAGE,2021-7-10,2021-5-14,2021-8-13,Fully Paid,2021-9-13,708703,Debt consolidation,A4, 36 months,Verified,124000,0.1965,373.33,0.0751,12000,26,13440
645113,OH,INDIVIDUAL,3 years,Arcelor Mittal,A,MORTGAGE,2021-1-11,2021-9-13,2021-9-13,Fully Paid,2021-10-13,825482,Debt consolidation,A4, 36 months,Verified,115000,0.0562,736.02,0.0654,24000,27,26457
429971,DC,INDIVIDUAL,3 years,AARP,A,MORTGAGE,2021-7-9,2021-8-11,2021-8-11,Fully Paid,2021-9-11,509649,Debt consolidation,A4, 36 months,Verified,82500,0.0429,460.04,0.0932,14400,35,16292
892868,NC,INDIVIDUAL,3 years,PAREXEL International,A,MORTGAGE,2021-9-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,1109796,Debt consolidation,A5, 36 months,Verified,50000,0.191,476.3,0.089,15000,17,17147
875517,TX,INDIVIDUAL,3 years,SpatialKey,A,MORTGAGE,2021-9-11,2021-8-13,2021-7-13,Fully Paid,2021-8-13,1090025,Debt consolidation,A5, 36 months,Verified,115000,0.1862,583.92,0.0849,18500,23,20604
761961,CT,INDIVIDUAL,4 years,Whittlesey & Hadley,A,MORTGAGE,2021-5-11,2021-4-13,2021-5-13,Fully Paid,2021-6-13,962451,Debt consolidation,A3, 36 months,Verified,57700,0.2512,111.15,0.0699,3600,15,3945
998201,AZ,INDIVIDUAL,4 years,Berge Volkswagen,A,MORTGAGE,2021-10-11,2021-12-11,2021-12-11,Fully Paid,2022-1-11,1223329,Debt consolidation,A5, 36 months,Verified,38000,0.0979,571.56,0.089,18000,40,18134
879370,IL,INDIVIDUAL,4 years,St Johns Mercy Hospital,A,MORTGAGE,2021-9-11,2021-5-16,2021-9-14,Fully Paid,2021-10-14,1094192,Debt consolidation,A5, 36 months,Verified,50000,0.2388,508.06,0.089,16000,43,18290
627230,WA,INDIVIDUAL,5 years,Capstone Planning  and  Control,A,MORTGAGE,2021-12-10,2021-3-16,2021-1-14,Fully Paid,2021-2-14,803731,Debt consolidation,A2, 36 months,Verified,130000,0.0744,454.91,0.0579,15000,17,16377
538298,NY,INDIVIDUAL,5 years,Thirau LLC,A,MORTGAGE,2021-6-10,2021-2-13,2021-1-13,Fully Paid,2021-2-13,695238,Debt consolidation,A5, 36 months,Verified,64500,0.1717,218.97,0.0788,7000,27,7853
995288,TX,INDIVIDUAL,5 years,Highland Park ISD,A,MORTGAGE,2021-10-11,2021-3-14,2021-3-14,Fully Paid,2021-4-14,1220059,Debt consolidation,A5, 36 months,Verified,60000,0.2166,508.06,0.089,16000,33,18157
867425,NH,INDIVIDUAL,5 years,Premier Tech horticulture,A,MORTGAGE,2021-9-11,2021-8-14,2021-7-13,Fully Paid,2021-8-13,1081021,Debt consolidation,A5, 36 months,Verified,51000,0.1478,631.26,0.0849,20000,30,22274
375929,WV,INDIVIDUAL,6 years,WVDOT,A,MORTGAGE,2021-6-9,2021-3-16,2021-3-12,Fully Paid,2021-4-12,398612,Debt consolidation,A5, 36 months,Verified,38244,0.0405,577.7,0.0963,18000,7,20770
